Diagnosis Code,Procedure Code
T82.338A,36832
T82.338A,36833
T82.338A,36901
T82.338A,36902
T82.338A,36903
T82.338A,36904
T82.338A,36905
T82.338A,36906
T82.338A,36907
T82.338A,37186
T82.338A,37211
T82.338A,37212
T82.338A,37213
T82.338A,37214
T82.338A,37236
T82.338A,37237
T82.338A,37246
T82.338A,37247
T82.338A,37248
T82.338A,37249
T82.338A,75710
T82.338A,75820
T82.338A,75822
T82.338A,75825
T82.338A,75827
T82.338A,93990
T82.390A,36005
T82.390A,36010
T82.390A,36140
T82.390A,36215
T82.390A,36216
T82.390A,36217
T82.390A,36218
T82.390A,36245
T82.390A,36246
T82.390A,36247
T82.390A,36593
T82.390A,36831
T82.390A,36832
T82.390A,36833
T82.390A,36901
T82.390A,36902
T82.390A,36903
T82.390A,36904
T82.390A,36905
T82.390A,36906
T82.390A,36907
T82.390A,37186
T82.390A,37211
T82.390A,37212
T82.390A,37213
T82.390A,37214
T82.390A,37236
T82.390A,37237
T82.390A,37246
T82.390A,37247
T82.390A,37248
T82.390A,37249
T82.390A,75710
T82.390A,75820
T82.390A,75822
T82.390A,75825
T82.390A,75827
T82.390A,93990
T82.391A,36005
T82.391A,36010
T82.391A,36140
T82.391A,36215
T82.391A,36216
T82.391A,36217
T82.391A,36218
T82.391A,36245
T82.391A,36246
T82.391A,36247
T82.391A,36593
T82.391A,36831
T82.391A,36832
T82.391A,36833
T82.391A,36901
T82.391A,36902
T82.391A,36903
T82.391A,36904
T82.391A,36905
T82.391A,36906
T82.391A,36907
T82.391A,37186
T82.391A,37211
T82.391A,37212
T82.391A,37213
T82.391A,37214
T82.391A,37236
T82.391A,37237
T82.391A,37246
T82.391A,37247
T82.391A,37248
T82.391A,37249
T82.391A,75710
T82.391A,75820
T82.391A,75822
T82.391A,75825
T82.391A,75827
T82.391A,93990
T82.392A,36005
T82.392A,36010
T82.392A,36140
T82.392A,36215
T82.392A,36216
T82.392A,36217
T82.392A,36218
T82.392A,36245
T82.392A,36246
T82.392A,36247
T82.392A,36593
T82.392A,36831
T82.392A,36832
T82.392A,36833
T82.392A,36901
T82.392A,36902
T82.392A,36903
T82.392A,36904
T82.392A,36905
T82.392A,36906
T82.392A,36907
T82.392A,37186
T82.392A,37211
T82.392A,37212
T82.392A,37213
T82.392A,37214
T82.392A,37236
T82.392A,37237
T82.392A,37246
T82.392A,37247
T82.392A,37248
T82.392A,37249
T82.392A,75710
T82.392A,75820
T82.392A,75822
T82.392A,75825
T82.392A,75827
T82.392A,93990
T82.398A,36005
T82.398A,36010
T82.398A,36140
T82.398A,36215
T82.398A,36216
T82.398A,36217
T82.398A,36218
T82.398A,36245
T82.398A,36246
T82.398A,36247
T82.398A,36593
T82.398A,36831
T82.398A,36832
T82.398A,36833
T82.398A,36901
T82.398A,36902
T82.398A,36903
T82.398A,36904
T82.398A,36905
T82.398A,36906
T82.398A,36907
T82.398A,37186
T82.398A,37211
T82.398A,37212
T82.398A,37213
T82.398A,37214
T82.398A,37236
T82.398A,37237
T82.398A,37246
T82.398A,37247
T82.398A,37248
T82.398A,37249
T82.398A,75710
T82.398A,75820
T82.398A,75822
T82.398A,75825
T82.398A,75827
T82.398A,93990
T82.41XA,36005
T82.41XA,36010
T82.41XA,36140
T82.41XA,36215
T82.41XA,36216
T82.41XA,36217
T82.41XA,36218
T82.41XA,36245
T82.41XA,36246
T82.41XA,36247
T82.41XA,36593
T82.41XA,36831
T82.41XA,36832
T82.41XA,36833
T82.41XA,36901
T82.41XA,36902
T82.41XA,36903
T82.41XA,36904
T82.41XA,36905
T82.41XA,36906
T82.41XA,36907
T82.41XA,37186
T82.41XA,37211
T82.41XA,37212
T82.41XA,37213
T82.41XA,37214
T82.41XA,37236
T82.41XA,37237
T82.41XA,37246
T82.41XA,37247
T82.41XA,37248
T82.41XA,37249
T82.41XA,75710
T82.41XA,75820
T82.41XA,75822
T82.41XA,75825
T82.41XA,75827
T82.41XA,93990
T82.42XA,36005
T82.42XA,36010
T82.42XA,36140
T82.42XA,36215
T82.42XA,36216
T82.42XA,36217
T82.42XA,36218
T82.42XA,36245
T82.42XA,36246
T82.42XA,36247
T82.42XA,36593
T82.42XA,36831
T82.42XA,36832
T82.42XA,36833
T82.42XA,36901
T82.42XA,36902
T82.42XA,36903
T82.42XA,36904
T82.42XA,36905
T82.42XA,36906
T82.42XA,36907
T82.42XA,37186
T82.42XA,37211
T82.42XA,37212
T82.42XA,37213
T82.42XA,37214
T82.42XA,37236
T82.42XA,37237
T82.42XA,37246
T82.42XA,37247
T82.42XA,37248
T82.42XA,37249
T82.42XA,75710
T82.42XA,75820
T82.42XA,75822
T82.42XA,75825
T82.42XA,75827
T82.42XA,93990
T82.43XA,36005
T82.43XA,36010
T82.43XA,36140
T82.43XA,36215
T82.43XA,36216
T82.43XA,36217
T82.43XA,36218
T82.43XA,36245
T82.43XA,36246
T82.43XA,36247
T82.43XA,36593
T82.43XA,36831
T82.43XA,36832
T82.43XA,36833
T82.43XA,36901
T82.43XA,36902
T82.43XA,36903
T82.43XA,36904
T82.43XA,36905
T82.43XA,36906
T82.43XA,36907
T82.43XA,37186
T82.43XA,37211
T82.43XA,37212
T82.43XA,37213
T82.43XA,37214
T82.43XA,37236
T82.43XA,37237
T82.43XA,37246
T82.43XA,37247
T82.43XA,37248
T82.43XA,37249
T82.43XA,75710
T82.43XA,75820
T82.43XA,75822
T82.43XA,75825
T82.43XA,75827
T82.43XA,93990
T82.49XA,36005
T82.49XA,36010
T82.49XA,36140
T82.49XA,36215
T82.49XA,36216
T82.49XA,36217
T82.49XA,36218
T82.49XA,36245
T82.49XA,36246
T82.49XA,36247
T82.49XA,36593
T82.49XA,36831
T82.49XA,36832
T82.49XA,36833
T82.49XA,36901
T82.49XA,36902
T82.49XA,36903
T82.49XA,36904
T82.49XA,36905
T82.49XA,36906
T82.49XA,36907
T82.49XA,37186
T82.49XA,37211
T82.49XA,37212
T82.49XA,37213
T82.49XA,37214
T82.49XA,37236
T82.49XA,37237
T82.49XA,37246
T82.49XA,37247
T82.49XA,37248
T82.49XA,37249
T82.49XA,75710
T82.49XA,75820
T82.49XA,75822
T82.49XA,75825
T82.49XA,75827
T82.49XA,93990
T82.510A,36005
T82.510A,36010
T82.510A,36140
T82.510A,36215
T82.510A,36216
T82.510A,36217
T82.510A,36218
T82.510A,36245
T82.510A,36246
T82.510A,36247
T82.510A,36593
T82.510A,36831
T82.510A,36832
T82.510A,36833
T82.510A,36901
T82.510A,36902
T82.510A,36903
T82.510A,36904
T82.510A,36905
T82.510A,36906
T82.510A,36907
T82.510A,37186
T82.510A,37211
T82.510A,37212
T82.510A,37213
T82.510A,37214
T82.510A,37236
T82.510A,37237
T82.510A,37246
T82.510A,37247
T82.510A,37248
T82.510A,37249
T82.510A,75710
T82.510A,75820
T82.510A,75822
T82.510A,75825
T82.510A,75827
T82.510A,93990
T82.511A,36005
T82.511A,36010
T82.511A,36140
T82.511A,36215
T82.511A,36216
T82.511A,36217
T82.511A,36218
T82.511A,36245
T82.511A,36246
T82.511A,36247
T82.511A,36593
T82.511A,36831
T82.511A,36832
T82.511A,36833
T82.511A,36901
T82.511A,36902
T82.511A,36903
T82.511A,36904
T82.511A,36905
T82.511A,36906
T82.511A,36907
T82.511A,37186
T82.511A,37211
T82.511A,37212
T82.511A,37213
T82.511A,37214
T82.511A,37236
T82.511A,37237
T82.511A,37246
T82.511A,37247
T82.511A,37248
T82.511A,37249
T82.511A,75710
T82.511A,75820
T82.511A,75822
T82.511A,75825
T82.511A,75827
T82.511A,93990
T82.513A,36005
T82.513A,36010
T82.513A,36140
T82.513A,36215
T82.513A,36216
T82.513A,36217
T82.513A,36218
T82.513A,36245
T82.513A,36246
T82.513A,36247
T82.513A,36593
T82.513A,36831
T82.513A,36832
T82.513A,36833
T82.513A,36901
T82.513A,36902
T82.513A,36903
T82.513A,36904
T82.513A,36905
T82.513A,36906
T82.513A,36907
T82.513A,37186
T82.513A,37211
T82.513A,37212
T82.513A,37213
T82.513A,37214
T82.513A,37236
T82.513A,37237
T82.513A,37246
T82.513A,37247
T82.513A,37248
T82.513A,37249
T82.513A,75710
T82.513A,75820
T82.513A,75822
T82.513A,75825
T82.513A,75827
T82.513A,93990
T82.514A,36005
T82.514A,36010
T82.514A,36140
T82.514A,36215
T82.514A,36216
T82.514A,36217
T82.514A,36218
T82.514A,36245
T82.514A,36246
T82.514A,36247
T82.514A,36593
T82.514A,36831
T82.514A,36832
T82.514A,36833
T82.514A,36901
T82.514A,36902
T82.514A,36903
T82.514A,36904
T82.514A,36905
T82.514A,36906
T82.514A,36907
T82.514A,37186
T82.514A,37211
T82.514A,37212
T82.514A,37213
T82.514A,37214
T82.514A,37236
T82.514A,37237
T82.514A,37246
T82.514A,37247
T82.514A,37248
T82.514A,37249
T82.514A,75710
T82.514A,75820
T82.514A,75822
T82.514A,75825
T82.514A,75827
T82.514A,93990
T82.515A,36005
T82.515A,36010
T82.515A,36140
T82.515A,36215
T82.515A,36216
T82.515A,36217
T82.515A,36218
T82.515A,36245
T82.515A,36246
T82.515A,36247
T82.515A,36593
T82.515A,36831
T82.515A,36832
T82.515A,36833
T82.515A,36901
T82.515A,36902
T82.515A,36903
T82.515A,36904
T82.515A,36905
T82.515A,36906
T82.515A,36907
T82.515A,37186
T82.515A,37211
T82.515A,37212
T82.515A,37213
T82.515A,37214
T82.515A,37236
T82.515A,37237
T82.515A,37246
T82.515A,37247
T82.515A,37248
T82.515A,37249
T82.515A,75710
T82.515A,75820
T82.515A,75822
T82.515A,75825
T82.515A,75827
T82.515A,93990
T82.518A,36005
T82.518A,36010
T82.518A,36140
T82.518A,36215
T82.518A,36216
T82.518A,36217
T82.518A,36218
T82.518A,36245
T82.518A,36246
T82.518A,36247
T82.518A,36593
T82.518A,36831
T82.518A,36832
T82.518A,36833
T82.518A,36901
T82.518A,36902
T82.518A,36903
T82.518A,36904
T82.518A,36905
T82.518A,36906
T82.518A,36907
T82.518A,37186
T82.518A,37211
T82.518A,37212
T82.518A,37213
T82.518A,37214
T82.518A,37236
T82.518A,37237
T82.518A,37246
T82.518A,37247
T82.518A,37248
T82.518A,37249
T82.518A,75710
T82.518A,75820
T82.518A,75822
T82.518A,75825
T82.518A,75827
T82.518A,93990
T82.520A,36005
T82.520A,36010
T82.520A,36140
T82.520A,36215
T82.520A,36216
T82.520A,36217
T82.520A,36218
T82.520A,36245
T82.520A,36246
T82.520A,36247
T82.520A,36593
T82.520A,36831
T82.520A,36832
T82.520A,36833
T82.520A,36901
T82.520A,36902
T82.520A,36903
T82.520A,36904
T82.520A,36905
T82.520A,36906
T82.520A,36907
T82.520A,37186
T82.520A,37211
T82.520A,37212
T82.520A,37213
T82.520A,37214
T82.520A,37236
T82.520A,37237
T82.520A,37246
T82.520A,37247
T82.520A,37248
T82.520A,37249
T82.520A,75710
T82.520A,75820
T82.520A,75822
T82.520A,75825
T82.520A,75827
T82.520A,93990
T82.521A,36005
T82.521A,36010
T82.521A,36140
T82.521A,36215
T82.521A,36216
T82.521A,36217
T82.521A,36218
T82.521A,36245
T82.521A,36246
T82.521A,36247
T82.521A,36593
T82.521A,36831
T82.521A,36832
T82.521A,36833
T82.521A,36901
T82.521A,36902
T82.521A,36903
T82.521A,36904
T82.521A,36905
T82.521A,36906
T82.521A,36907
T82.521A,37186
T82.521A,37211
T82.521A,37212
T82.521A,37213
T82.521A,37214
T82.521A,37236
T82.521A,37237
T82.521A,37246
T82.521A,37247
T82.521A,37248
T82.521A,37249
T82.521A,75710
T82.521A,75820
T82.521A,75822
T82.521A,75825
T82.521A,75827
T82.521A,93990
T82.523A,36005
T82.523A,36010
T82.523A,36140
T82.523A,36215
T82.523A,36216
T82.523A,36217
T82.523A,36218
T82.523A,36245
T82.523A,36246
T82.523A,36247
T82.523A,36593
T82.523A,36831
T82.523A,36832
T82.523A,36833
T82.523A,36901
T82.523A,36902
T82.523A,36903
T82.523A,36904
T82.523A,36905
T82.523A,36906
T82.523A,36907
T82.523A,37186
T82.523A,37211
T82.523A,37212
T82.523A,37213
T82.523A,37214
T82.523A,37236
T82.523A,37237
T82.523A,37246
T82.523A,37247
T82.523A,37248
T82.523A,37249
T82.523A,75710
T82.523A,75820
T82.523A,75822
T82.523A,75825
T82.523A,75827
T82.523A,93990
T82.524A,36005
T82.524A,36010
T82.524A,36140
T82.524A,36215
T82.524A,36216
T82.524A,36217
T82.524A,36218
T82.524A,36245
T82.524A,36246
T82.524A,36247
T82.524A,36593
T82.524A,36831
T82.524A,36832
T82.524A,36833
T82.524A,36901
T82.524A,36902
T82.524A,36903
T82.524A,36904
T82.524A,36905
T82.524A,36906
T82.524A,36907
T82.524A,37186
T82.524A,37211
T82.524A,37212
T82.524A,37213
T82.524A,37214
T82.524A,37236
T82.524A,37237
T82.524A,37246
T82.524A,37247
T82.524A,37248
T82.524A,37249
T82.524A,75710
T82.524A,75820
T82.524A,75822
T82.524A,75825
T82.524A,75827
T82.524A,93990
T82.525A,36005
T82.525A,36010
T82.525A,36140
T82.525A,36215
T82.525A,36216
T82.525A,36217
T82.525A,36218
T82.525A,36245
T82.525A,36246
T82.525A,36247
T82.525A,36593
T82.525A,36831
T82.525A,36832
T82.525A,36833
T82.525A,36901
T82.525A,36902
T82.525A,36903
T82.525A,36904
T82.525A,36905
T82.525A,36906
T82.525A,36907
T82.525A,37186
T82.525A,37211
T82.525A,37212
T82.525A,37213
T82.525A,37214
T82.525A,37236
T82.525A,37237
T82.525A,37246
T82.525A,37247
T82.525A,37248
T82.525A,37249
T82.525A,75710
T82.525A,75820
T82.525A,75822
T82.525A,75825
T82.525A,75827
T82.525A,93990
T82.528A,36005
T82.528A,36010
T82.528A,36140
T82.528A,36215
T82.528A,36216
T82.528A,36217
T82.528A,36218
T82.528A,36245
T82.528A,36246
T82.528A,36247
T82.528A,36593
T82.528A,36831
T82.528A,36832
T82.528A,36833
T82.528A,36901
T82.528A,36902
T82.528A,36903
T82.528A,36904
T82.528A,36905
T82.528A,36906
T82.528A,36907
T82.528A,37186
T82.528A,37211
T82.528A,37212
T82.528A,37213
T82.528A,37214
T82.528A,37236
T82.528A,37237
T82.528A,37246
T82.528A,37247
T82.528A,37248
T82.528A,37249
T82.528A,75710
T82.528A,75820
T82.528A,75822
T82.528A,75825
T82.528A,75827
T82.528A,93990
T82.529A,36005
T82.529A,36010
T82.529A,36140
T82.529A,36215
T82.529A,36216
T82.529A,36217
T82.529A,36218
T82.529A,36245
T82.529A,36246
T82.529A,36247
T82.529A,36593
T82.529A,36831
T82.529A,36832
T82.529A,36833
T82.529A,36901
T82.529A,36902
T82.529A,36903
T82.529A,36904
T82.529A,36905
T82.529A,36906
T82.529A,36907
T82.529A,37186
T82.529A,37211
T82.529A,37212
T82.529A,37213
T82.529A,37214
T82.529A,37236
T82.529A,37237
T82.529A,37246
T82.529A,37247
T82.529A,37248
T82.529A,37249
T82.529A,75710
T82.529A,75820
T82.529A,75822
T82.529A,75825
T82.529A,75827
T82.529A,93990
T82.530A,36005
T82.530A,36010
T82.530A,36140
T82.530A,36215
T82.530A,36216
T82.530A,36217
T82.530A,36218
T82.530A,36245
T82.530A,36246
T82.530A,36247
T82.530A,36593
T82.530A,36831
T82.530A,36832
T82.530A,36833
T82.530A,36901
T82.530A,36902
T82.530A,36903
T82.530A,36904
T82.530A,36905
T82.530A,36906
T82.530A,36907
T82.530A,37186
T82.530A,37211
T82.530A,37212
T82.530A,37213
T82.530A,37214
T82.530A,37236
T82.530A,37237
T82.530A,37246
T82.530A,37247
T82.530A,37248
T82.530A,37249
T82.530A,75710
T82.530A,75820
T82.530A,75822
T82.530A,75825
T82.530A,75827
T82.530A,93990
T82.531A,36005
T82.531A,36010
T82.531A,36140
T82.531A,36215
T82.531A,36216
T82.531A,36217
T82.531A,36218
T82.531A,36245
T82.531A,36246
T82.531A,36247
T82.531A,36593
T82.531A,36831
T82.531A,36832
T82.531A,36833
T82.531A,36901
T82.531A,36902
T82.531A,36903
T82.531A,36904
T82.531A,36905
T82.531A,36906
T82.531A,36907
T82.531A,37186
T82.531A,37211
T82.531A,37212
T82.531A,37213
T82.531A,37214
T82.531A,37236
T82.531A,37237
T82.531A,37246
T82.531A,37247
T82.531A,37248
T82.531A,37249
T82.531A,75710
T82.531A,75820
T82.531A,75822
T82.531A,75825
T82.531A,75827
T82.531A,93990
T82.533A,36005
T82.533A,36010
T82.533A,36140
T82.533A,36215
T82.533A,36216
T82.533A,36217
T82.533A,36218
T82.533A,36245
T82.533A,36246
T82.533A,36247
T82.533A,36593
T82.533A,36831
T82.533A,36832
T82.533A,36833
T82.533A,36901
T82.533A,36902
T82.533A,36903
T82.533A,36904
T82.533A,36905
T82.533A,36906
T82.533A,36907
T82.533A,37186
T82.533A,37211
T82.533A,37212
T82.533A,37213
T82.533A,37214
T82.533A,37236
T82.533A,37237
T82.533A,37246
T82.533A,37247
T82.533A,37248
T82.533A,37249
T82.533A,75710
T82.533A,75820
T82.533A,75822
T82.533A,75825
T82.533A,75827
T82.533A,93990
T82.534A,36005
T82.534A,36010
T82.534A,36140
T82.534A,36215
T82.534A,36216
T82.534A,36217
T82.534A,36218
T82.534A,36245
T82.534A,36246
T82.534A,36247
T82.534A,36593
T82.534A,36831
T82.534A,36832
T82.534A,36833
T82.534A,36901
T82.534A,36902
T82.534A,36903
T82.534A,36904
T82.534A,36905
T82.534A,36906
T82.534A,36907
T82.534A,37186
T82.534A,37211
T82.534A,37212
T82.534A,37213
T82.534A,37214
T82.534A,37236
T82.534A,37237
T82.534A,37246
T82.534A,37247
T82.534A,37248
T82.534A,37249
T82.534A,75710
T82.534A,75820
T82.534A,75822
T82.534A,75825
T82.534A,75827
T82.534A,93990
T82.535A,36005
T82.535A,36010
T82.535A,36140
T82.535A,36215
T82.535A,36216
T82.535A,36217
T82.535A,36218
T82.535A,36245
T82.535A,36246
T82.535A,36247
T82.535A,36593
T82.535A,36831
T82.535A,36832
T82.535A,36833
T82.535A,36901
T82.535A,36902
T82.535A,36903
T82.535A,36904
T82.535A,36905
T82.535A,36906
T82.535A,36907
T82.535A,37186
T82.535A,37211
T82.535A,37212
T82.535A,37213
T82.535A,37214
T82.535A,37236
T82.535A,37237
T82.535A,37246
T82.535A,37247
T82.535A,37248
T82.535A,37249
T82.535A,75710
T82.535A,75820
T82.535A,75822
T82.535A,75825
T82.535A,75827
T82.535A,93990
T82.538A,36005
T82.538A,36010
T82.538A,36140
T82.538A,36215
T82.538A,36216
T82.538A,36217
T82.538A,36218
T82.538A,36245
T82.538A,36246
T82.538A,36247
T82.538A,36593
T82.538A,36831
T82.538A,36832
T82.538A,36833
T82.538A,36901
T82.538A,36902
T82.538A,36903
T82.538A,36904
T82.538A,36905
T82.538A,36906
T82.538A,36907
T82.538A,37186
T82.538A,37211
T82.538A,37212
T82.538A,37213
T82.538A,37214
T82.538A,37236
T82.538A,37237
T82.538A,37246
T82.538A,37247
T82.538A,37248
T82.538A,37249
T82.538A,75710
T82.538A,75820
T82.538A,75822
T82.538A,75825
T82.538A,75827
T82.538A,93990
T82.590A,36005
T82.590A,36010
T82.590A,36140
T82.590A,36215
T82.590A,36216
T82.590A,36217
T82.590A,36218
T82.590A,36245
T82.590A,36246
T82.590A,36247
T82.590A,36593
T82.590A,36831
T82.590A,36832
T82.590A,36833
T82.590A,36901
T82.590A,36902
T82.590A,36903
T82.590A,36904
T82.590A,36905
T82.590A,36906
T82.590A,36907
T82.590A,37186
T82.590A,37211
T82.590A,37212
T82.590A,37213
T82.590A,37214
T82.590A,37236
T82.590A,37237
T82.590A,37246
T82.590A,37247
T82.590A,37248
T82.590A,37249
T82.590A,75710
T82.590A,75820
T82.590A,75822
T82.590A,75825
T82.590A,75827
T82.590A,93990
T82.591A,36005
T82.591A,36010
T82.591A,36140
T82.591A,36215
T82.591A,36216
T82.591A,36217
T82.591A,36218
T82.591A,36245
T82.591A,36246
T82.591A,36247
T82.591A,36593
T82.591A,36831
T82.591A,36832
T82.591A,36833
T82.591A,36901
T82.591A,36902
T82.591A,36903
T82.591A,36904
T82.591A,36905
T82.591A,36906
T82.591A,36907
T82.591A,37186
T82.591A,37211
T82.591A,37212
T82.591A,37213
T82.591A,37214
T82.591A,37236
T82.591A,37237
T82.591A,37246
T82.591A,37247
T82.591A,37248
T82.591A,37249
T82.591A,75710
T82.591A,75820
T82.591A,75822
T82.591A,75825
T82.591A,75827
T82.591A,93990
T82.593A,36005
T82.593A,36010
T82.593A,36140
T82.593A,36215
T82.593A,36216
T82.593A,36217
T82.593A,36218
T82.593A,36245
T82.593A,36246
T82.593A,36247
T82.593A,36593
T82.593A,36831
T82.593A,36832
T82.593A,36833
T82.593A,36901
T82.593A,36902
T82.593A,36903
T82.593A,36904
T82.593A,36905
T82.593A,36906
T82.593A,36907
T82.593A,37186
T82.593A,37211
T82.593A,37212
T82.593A,37213
T82.593A,37214
T82.593A,37236
T82.593A,37237
T82.593A,37246
T82.593A,37247
T82.593A,37248
T82.593A,37249
T82.593A,75710
T82.593A,75820
T82.593A,75822
T82.593A,75825
T82.593A,75827
T82.593A,93990
T82.594A,36005
T82.594A,36010
T82.594A,36140
T82.594A,36215
T82.594A,36216
T82.594A,36217
T82.594A,36218
T82.594A,36245
T82.594A,36246
T82.594A,36247
T82.594A,36593
T82.594A,36831
T82.594A,36832
T82.594A,36833
T82.594A,36901
T82.594A,36902
T82.594A,36903
T82.594A,36904
T82.594A,36905
T82.594A,36906
T82.594A,36907
T82.594A,37186
T82.594A,37211
T82.594A,37212
T82.594A,37213
T82.594A,37214
T82.594A,37236
T82.594A,37237
T82.594A,37246
T82.594A,37247
T82.594A,37248
T82.594A,37249
T82.594A,75710
T82.594A,75820
T82.594A,75822
T82.594A,75825
T82.594A,75827
T82.594A,93990
T82.595A,36005
T82.595A,36010
T82.595A,36140
T82.595A,36215
T82.595A,36216
T82.595A,36217
T82.595A,36218
T82.595A,36245
T82.595A,36246
T82.595A,36247
T82.595A,36593
T82.595A,36831
T82.595A,36832
T82.595A,36833
T82.595A,36901
T82.595A,36902
T82.595A,36903
T82.595A,36904
T82.595A,36905
T82.595A,36906
T82.595A,36907
T82.595A,37186
T82.595A,37211
T82.595A,37212
T82.595A,37213
T82.595A,37214
T82.595A,37236
T82.595A,37237
T82.595A,37246
T82.595A,37247
T82.595A,37248
T82.595A,37249
T82.595A,75710
T82.595A,75820
T82.595A,75822
T82.595A,75825
T82.595A,75827
T82.595A,93990
T82.598A,36005
T82.598A,36010
T82.598A,36140
T82.598A,36215
T82.598A,36216
T82.598A,36217
T82.598A,36218
T82.598A,36245
T82.598A,36246
T82.598A,36247
T82.598A,36593
T82.598A,36831
T82.598A,36832
T82.598A,36833
T82.598A,36901
T82.598A,36902
T82.598A,36903
T82.598A,36904
T82.598A,36905
T82.598A,36906
T82.598A,36907
T82.598A,37186
T82.598A,37211
T82.598A,37212
T82.598A,37213
T82.598A,37214
T82.598A,37236
T82.598A,37237
T82.598A,37246
T82.598A,37247
T82.598A,37248
T82.598A,37249
T82.598A,75710
T82.598A,75820
T82.598A,75822
T82.598A,75825
T82.598A,75827
T82.598A,93990
T82.7XXA,36005
T82.7XXA,36010
T82.7XXA,36140
T82.7XXA,36215
T82.7XXA,36216
T82.7XXA,36217
T82.7XXA,36218
T82.7XXA,36245
T82.7XXA,36246
T82.7XXA,36247
T82.7XXA,36593
T82.7XXA,36831
T82.7XXA,36832
T82.7XXA,36833
T82.7XXA,36901
T82.7XXA,36902
T82.7XXA,36903
T82.7XXA,36904
T82.7XXA,36905
T82.7XXA,36906
T82.7XXA,36907
T82.7XXA,37186
T82.7XXA,37211
T82.7XXA,37212
T82.7XXA,37213
T82.7XXA,37214
T82.7XXA,37236
T82.7XXA,37237
T82.7XXA,37246
T82.7XXA,37247
T82.7XXA,37248
T82.7XXA,37249
T82.7XXA,75710
