Place Of Service,Service Type,Plan,Group Size,In Network,Is Covered,Date Of Service Min,Date Of Service Max,Covered in Full,Copay,Coinsurance
Inpatient,visionFrame,PL555,L,Y,Y,1/1/2015,12/31/2023,Y,N,N
Outpatient,visionFrame,PL555,L,Y,Y,1/1/2015,12/31/2023,Y,N,N
Office,visionFrame,PL555,L,Y,Y,1/1/2015,12/31/2023,Y,N,N
Inpatient,visionFrame,PL555,L,N,Y,1/1/2015,12/31/2023,Y,N,N
Outpatient,visionLens,PL555,L,N,Y,1/1/2015,12/31/2023,Y,N,N
Office,visionLens,PL555,L,N,Y,1/1/2015,12/31/2023,Y,N,N
Inpatient,visionLens,PL555,L,Y,Y,1/1/2015,12/31/2023,Y,N,N
Outpatient,visionLens,PL555,L,Y,Y,1/1/2015,12/31/2023,Y,N,N
Office,visionLens,PL555,L,Y,Y,1/1/2015,12/31/2023,Y,N,N
Inpatient,visionLens,PL555,L,N,Y,1/1/2015,12/31/2023,Y,N,N
Outpatient,weightManagementProgram,PL555,L,N,Y,1/1/2015,12/31/2023,Y,N,N
Office,weightManagementProgram,PL555,L,N,Y,1/1/2015,12/31/2023,Y,N,N
Inpatient,weightManagementProgram,PL555,L,Y,N,1/1/2015,12/31/2023,N,N,N
Outpatient,weightManagementProgram,PL555,L,Y,N,1/1/2015,12/31/2023,N,N,N
Office,weightManagementProgram,PL555,L,Y,N,1/1/2015,12/31/2023,N,N,N
Inpatient,weightManagementProgram,PL555,L,N,N,1/1/2015,12/31/2023,N,N,N
Outpatient,wellChildVisits,PL555,L,N,N,1/1/2015,12/31/2023,N,N,N
Office,wellChildVisits,PL555,L,N,N,1/1/2015,12/31/2023,N,N,N
Inpatient,wellChildVisits,PL555,L,Y,,1/1/2015,12/31/2023,Ineligible POS,Ineligible POS,Ineligible POS
Outpatient,wellChildVisits,PL555,L,Y,Y,1/1/2015,12/31/2023,N,N,N
Office,wellChildVisits,PL555,L,Y,Y,1/1/2015,12/31/2023,N,N,N
Inpatient,wellChildVisits,PL555,L,N,,1/1/2015,12/31/2023,Ineligible POS,Ineligible POS,Ineligible POS
Outpatient,wigs,PL555,L,N,N,1/1/2015,12/31/2023,N,N,N
Office,wigs,PL555,L,N,N,1/1/2015,12/31/2023,N,N,N
Inpatient,wigs,PL555,L,Y,N,1/1/2015,12/31/2023,N,N,N
Office,wigs,PL555,L,Y,N,1/1/2015,12/31/2023,N,N,N
Outpatient,wigs,PL555,L,Y,N,1/1/2015,12/31/2023,N,N,N
Inpatient,wigs,PL555,L,N,N,1/1/2015,12/31/2023,N,N,N
Office,dentalAccidental,PL555,L,N,N,1/1/2015,12/31/2023,N,N,N
Outpatient,dentalAccidental,PL555,L,N,N,1/1/2015,12/31/2023,N,N,N
Inpatient,dentalAccidental,PL720,L,Y,Y,1/1/2015,12/31/2023,N,Copay Minimal,N
Outpatient,dentalAccidental,PL720,L,Y,Y,1/1/2015,12/31/2023,N,pcpCopay,N
Office,dentalAccidental,PL720,L,Y,Y,1/1/2015,12/31/2023,N,pcpCopay,N
Inpatient,dentalAccidental,PL720,L,N,Y,1/1/2015,12/31/2023,N,Copay Minimal,N
Outpatient,acupuncture,PL720,L,N,Y,1/1/2015,12/31/2023,N,pcpCopay,N
Office,acupuncture,PL720,L,N,Y,1/1/2015,12/31/2023,N,pcpCopay,N
Inpatient,acupuncture,PL720,L,Y,N,1/1/2015,12/31/2023,N,N,N
Office,acupuncture,PL720,L,Y,N,1/1/2015,12/31/2023,N,N,N
Outpatient,acupuncture,PL720,L,Y,N,1/1/2015,12/31/2023,N,N,N
Inpatient,acupuncture,PL720,L,N,N,1/1/2015,12/31/2023,N,N,N
Office,adultImmunizations,PL720,L,N,N,1/1/2015,12/31/2023,N,N,N
Outpatient,adultImmunizations,PL720,L,N,N,1/1/2015,12/31/2023,N,N,N
Inpatient,adultImmunizations,PL720,L,Y,Y,1/1/2015,12/31/2023,N,"""$15""",N
Outpatient,adultImmunizations,PL720,L,Y,Y,1/1/2015,12/31/2023,N,"""$15""",N
Office,adultImmunizations,PL720,L,Y,Y,1/1/2015,12/31/2023,N,"""$15""",N
Inpatient,adultImmunizations,PL720,L,N,Y,1/1/2015,12/31/2023,N,"""$15""",N
Outpatient,adultPhysicalRoutine,PL720,L,N,Y,1/1/2015,12/31/2023,N,"""$15""",N
Office,adultPhysicalRoutine,PL720,L,N,Y,1/1/2015,12/31/2023,N,"""$15""",N
Inpatient,adultPhysicalRoutine,PL720,L,Y,,1/1/2015,12/31/2023,Ineligible POS,Ineligible POS,Ineligible POS
Outpatient,adultPhysicalRoutine,PL720,L,Y,Y,1/1/2015,12/31/2023,N,"""$15""",N
Office,adultPhysicalRoutine,PL720,L,Y,Y,1/1/2015,12/31/2023,N,"""$15""",N
Inpatient,adultPhysicalRoutine,PL720,L,N,,1/1/2015,12/31/2023,Ineligible POS,Ineligible POS,Ineligible POS
Outpatient,allergyInjection,PL720,L,N,Y,1/1/2015,12/31/2023,N,"""$15""",N
Office,allergyInjection,PL720,L,N,Y,1/1/2015,12/31/2023,N,"""$15""",N
Inpatient,allergyInjection,PL720,L,Y,Y,1/1/2015,12/31/2023,N,Copay Minimal,N
Outpatient,allergyInjection,PL720,L,Y,Y,1/1/2015,12/31/2023,N,pcpCopay,N
Office,allergyInjection,PL720,L,Y,Y,1/1/2015,12/31/2023,N,pcpCopay,N
Inpatient,allergyInjection,PL720,L,N,Y,1/1/2015,12/31/2023,N,Copay Minimal,N
Outpatient,allergyTesting,PL720,L,N,Y,1/1/2015,12/31/2023,N,pcpCopay,N
Office,allergyTesting,PL720,L,N,Y,1/1/2015,12/31/2023,N,pcpCopay,N
Inpatient,allergyTesting,PL720,L,Y,Y,1/1/2015,12/31/2023,Y,N,N
Outpatient,allergyTesting,PL720,L,Y,Y,1/1/2015,12/31/2023,Y,N,N
Office,allergyTesting,PL720,L,Y,Y,1/1/2015,12/31/2023,Y,N,N
Inpatient,allergyTesting,PL720,L,N,Y,1/1/2015,12/31/2023,Y,N,N
Outpatient,ambulance,PL720,L,N,Y,1/1/2015,12/31/2023,Y,N,N
Office,ambulance,PL720,L,N,Y,1/1/2015,12/31/2023,Y,N,N
Inpatient,ambulance,PL720,L,Y,Y,1/1/2015,12/31/2023,Y,N,N
Outpatient,ambulance,PL720,L,Y,Y,1/1/2015,12/31/2023,Y,N,N
Office,ambulance,PL720,L,Y,Y,1/1/2015,12/31/2023,Y,N,N
Inpatient,ambulance,PL720,L,N,Y,1/1/2015,12/31/2023,Y,N,N
Outpatient,ambulatorySurgery,PL720,L,N,Y,1/1/2015,12/31/2023,Y,N,N
Office,ambulatorySurgery,PL720,L,N,Y,1/1/2015,12/31/2023,Y,N,N
Inpatient,ambulatorySurgery,PL720,L,Y,,1/1/2015,12/31/2023,Ineligible POS,Ineligible POS,Ineligible POS
Outpatient,ambulatorySurgery,PL720,L,Y,Y,1/1/2015,12/31/2023,N,opSurgeryCopay,N
Office,ambulatorySurgery,PL720,L,Y,,1/1/2015,12/31/2023,Ineligible POS,Ineligible POS,Ineligible POS
Inpatient,ambulatorySurgery,PL720,L,N,,1/1/2015,12/31/2023,Ineligible POS,Ineligible POS,Ineligible POS
Outpatient,anesthesia,PL720,L,N,Y,1/1/2015,12/31/2023,N,opSurgeryCopay,N
Office,anesthesia,PL720,L,N,,1/1/2015,12/31/2023,Ineligible POS,Ineligible POS,Ineligible POS
Inpatient,anesthesia,PL720,L,Y,Y,1/1/2015,12/31/2023,Y,N,N
Office,anesthesia,PL720,L,Y,Y,1/1/2015,12/31/2023,Y,N,N
Outpatient,anesthesia,PL720,L,Y,Y,1/1/2015,12/31/2023,Y,N,N
Inpatient,anesthesia,PL720,L,N,Y,1/1/2015,12/31/2023,Y,N,N
Office,anticoagulantTherapy,PL720,L,N,Y,1/1/2015,12/31/2023,Y,N,N
Outpatient,anticoagulantTherapy,PL720,L,N,Y,1/1/2015,12/31/2023,Y,N,N
Inpatient,anticoagulantTherapy,PL720,L,Y,Y,1/1/2015,12/31/2023,N,Copay Minimal,N
Office,anticoagulantTherapy,PL720,L,Y,Y,1/1/2015,12/31/2023,N,pcpCopay,N
Outpatient,anticoagulantTherapy,PL720,L,Y,Y,1/1/2015,12/31/2023,N,pcpCopay,N
Inpatient,anticoagulantTherapy,PL720,L,N,Y,1/1/2015,12/31/2023,N,Copay Minimal,N
Office,autismEvaluation,PL720,L,N,Y,1/1/2015,12/31/2023,N,pcpCopay,N
Outpatient,autismEvaluation,PL720,L,N,Y,1/1/2015,12/31/2023,N,pcpCopay,N
Inpatient,autismEvaluation,PL720,L,Y,Y,1/1/2015,12/31/2023,N,Copay Minimal,N
Office,autismEvaluation,PL720,L,Y,Y,1/1/2015,12/31/2023,N,pcpCopay,N
Outpatient,autismEvaluation,PL720,L,Y,Y,1/1/2015,12/31/2023,N,pcpCopay,N
Inpatient,autismEvaluation,PL720,L,N,Y,1/1/2015,12/31/2023,N,Copay Minimal,N
Office,autologousBlood,PL720,L,N,Y,1/1/2015,12/31/2023,N,pcpCopay,N
Outpatient,autologousBlood,PL720,L,N,Y,1/1/2015,12/31/2023,N,pcpCopay,N
Inpatient,autologousBlood,PL720,L,Y,Y,1/1/2015,12/31/2023,Y,N,N
Outpatient,autologousBlood,PL720,L,Y,Y,1/1/2015,12/31/2023,Y,N,N
Office,autologousBlood,PL720,L,Y,Y,1/1/2015,12/31/2023,Y,N,N
Inpatient,autologousBlood,PL720,L,N,Y,1/1/2015,12/31/2023,Y,N,N
Outpatient,biofeedback,PL720,L,N,Y,1/1/2015,12/31/2023,Y,N,N
Office,biofeedback,PL720,L,N,Y,1/1/2015,12/31/2023,Y,N,N
Inpatient,biofeedback,PL720,L,Y,Y,1/1/2015,12/31/2023,N,Copay Minimal,N
Office,biofeedback,PL720,L,Y,Y,1/1/2015,12/31/2023,N,pcpCopay,N
Outpatient,biofeedback,PL720,L,Y,Y,1/1/2015,12/31/2023,N,pcpCopay,N
Inpatient,biofeedback,PL720,L,N,Y,1/1/2015,12/31/2023,N,Copay Minimal,N
Office,boneDensityTest,PL720,L,N,Y,1/1/2015,12/31/2023,N,pcpCopay,N
Outpatient,boneDensityTest,PL720,L,N,Y,1/1/2015,12/31/2023,N,pcpCopay,N
Inpatient,boneDensityTest,PL720,L,Y,Y,1/1/2015,12/31/2023,N,Copay Minimal,N
Outpatient,boneDensityTest,PL720,L,Y,Y,1/1/2015,12/31/2023,N,"""$15""",N
Office,boneDensityTest,PL720,L,Y,Y,1/1/2015,12/31/2023,N,"""$15""",N
Inpatient,boneDensityTest,PL720,L,N,Y,1/1/2015,12/31/2023,N,Copay Minimal,N
Outpatient,cardiacRehabilitation,PL720,L,N,Y,1/1/2015,12/31/2023,N,"""$15""",N
Office,cardiacRehabilitation,PL720,L,N,Y,1/1/2015,12/31/2023,N,"""$15""",N
Inpatient,cardiacRehabilitation,PL720,L,Y,Y,1/1/2015,12/31/2023,N,Copay Minimal,N
Outpatient,cardiacRehabilitation,PL720,L,Y,Y,1/1/2015,12/31/2023,N,pcpCopay,N
Office,cardiacRehabilitation,PL720,L,Y,Y,1/1/2015,12/31/2023,N,pcpCopay,N
Inpatient,cardiacRehabilitation,PL720,L,N,Y,1/1/2015,12/31/2023,N,Copay Minimal,N
Outpatient,castingAndStrapping,PL720,L,N,Y,1/1/2015,12/31/2023,N,pcpCopay,N
Office,castingAndStrapping,PL720,L,N,Y,1/1/2015,12/31/2023,N,pcpCopay,N
Inpatient,castingAndStrapping,PL720,L,Y,Y,1/1/2015,12/31/2023,Y,N,N
Office,castingAndStrapping,PL720,L,Y,Y,1/1/2015,12/31/2023,Y,N,N
Outpatient,castingAndStrapping,PL720,L,Y,Y,1/1/2015,12/31/2023,Y,N,N
Inpatient,castingAndStrapping,PL720,L,N,Y,1/1/2015,12/31/2023,Y,N,N
Office,cerumenWaxRemoval,PL720,L,N,Y,1/1/2015,12/31/2023,Y,N,N
Outpatient,cerumenWaxRemoval,PL720,L,N,Y,1/1/2015,12/31/2023,Y,N,N
Inpatient,cerumenWaxRemoval,PL720,L,Y,Y,1/1/2015,12/31/2023,N,Copay Minimal,N
Office,cerumenWaxRemoval,PL720,L,Y,Y,1/1/2015,12/31/2023,N,pcpCopay,N
Outpatient,cerumenWaxRemoval,PL720,L,Y,Y,1/1/2015,12/31/2023,N,pcpCopay,N
Inpatient,cerumenWaxRemoval,PL720,L,N,Y,1/1/2015,12/31/2023,N,Copay Minimal,N
Office,chemotherapy,PL720,L,N,Y,1/1/2015,12/31/2023,N,pcpCopay,N
Outpatient,chemotherapy,PL720,L,N,Y,1/1/2015,12/31/2023,N,pcpCopay,N
Inpatient,chemotherapy,PL720,L,Y,Y,1/1/2015,12/31/2023,Y,N,N
Outpatient,chemotherapy,PL720,L,Y,Y,1/1/2015,12/31/2023,Y,N,N
Office,chemotherapy,PL720,L,Y,Y,1/1/2015,12/31/2023,Y,N,N
Inpatient,chemotherapy,PL720,L,N,Y,1/1/2015,12/31/2023,Y,N,N
Outpatient,childbirthClasses,PL720,L,N,Y,1/1/2015,12/31/2023,Y,N,N
Office,childbirthClasses,PL720,L,N,Y,1/1/2015,12/31/2023,Y,N,N
Inpatient,childbirthClasses,PL720,L,Y,Y,1/1/2015,12/31/2023,Y,N,N
Outpatient,childbirthClasses,PL720,L,Y,Y,1/1/2015,12/31/2023,Y,N,N
Office,childbirthClasses,PL720,L,Y,Y,1/1/2015,12/31/2023,Y,N,N
Inpatient,childbirthClasses,PL720,L,N,Y,1/1/2015,12/31/2023,Y,N,N
Outpatient,childImmunizations,PL720,L,N,Y,1/1/2015,12/31/2023,Y,N,N
Office,childImmunizations,PL720,L,N,Y,1/1/2015,12/31/2023,Y,N,N
Inpatient,childImmunizations,PL720,L,Y,Y,1/1/2015,12/31/2023,Y,N,N
Outpatient,childImmunizations,PL720,L,Y,Y,1/1/2015,12/31/2023,Y,N,N
Office,childImmunizations,PL720,L,Y,Y,1/1/2015,12/31/2023,Y,N,N
Inpatient,childImmunizations,PL720,L,N,Y,1/1/2015,12/31/2023,Y,N,N
Outpatient,chiropracticServices,PL720,L,N,Y,1/1/2015,12/31/2023,Y,N,N
Office,chiropracticServices,PL720,L,N,Y,1/1/2015,12/31/2023,Y,N,N
Inpatient,chiropracticServices,PL720,L,Y,Y,1/1/2015,12/31/2023,N,Copay Minimal,N
Outpatient,chiropracticServices,PL720,L,Y,Y,1/1/2015,12/31/2023,N,pcpCopay,N
Office,chiropracticServices,PL720,L,Y,Y,1/1/2015,12/31/2023,N,pcpCopay,N
Inpatient,chiropracticServices,PL720,L,N,Y,1/1/2015,12/31/2023,N,Copay Minimal,N
Outpatient,chlamydiaScreening,PL720,L,N,Y,1/1/2015,12/31/2023,N,pcpCopay,N
Office,chlamydiaScreening,PL720,L,N,Y,1/1/2015,12/31/2023,N,pcpCopay,N
Inpatient,chlamydiaScreening,PL720,L,Y,Y,1/1/2015,12/31/2023,N,Copay Minimal,N
Outpatient,chlamydiaScreening,PL720,L,Y,Y,1/1/2015,12/31/2023,N,"""$15""",N
Office,chlamydiaScreening,PL720,L,Y,Y,1/1/2015,12/31/2023,N,"""$15""",N
Inpatient,chlamydiaScreening,PL720,L,N,Y,1/1/2015,12/31/2023,N,Copay Minimal,N
Outpatient,christianScienceServices,PL720,L,N,Y,1/1/2015,12/31/2023,N,"""$15""",N
Office,christianScienceServices,PL720,L,N,Y,1/1/2015,12/31/2023,N,"""$15""",N
Inpatient,christianScienceServices,PL720,L,Y,N,1/1/2015,12/31/2023,N,N,N
Office,christianScienceServices,PL720,L,Y,N,1/1/2015,12/31/2023,N,N,N
Outpatient,christianScienceServices,PL720,L,Y,N,1/1/2015,12/31/2023,N,N,N
Inpatient,christianScienceServices,PL720,L,N,N,1/1/2015,12/31/2023,N,N,N
Office,clinicalTrials,PL720,L,N,N,1/1/2015,12/31/2023,N,N,N
Outpatient,clinicalTrials,PL720,L,N,N,1/1/2015,12/31/2023,N,N,N
Inpatient,clinicalTrials,PL720,L,Y,N,1/1/2015,12/31/2023,N,N,N
Office,clinicalTrials,PL720,L,Y,N,1/1/2015,12/31/2023,N,N,N
Outpatient,clinicalTrials,PL720,L,Y,N,1/1/2015,12/31/2023,N,N,N
Inpatient,clinicalTrials,PL720,L,N,N,1/1/2015,12/31/2023,N,N,N
Office,clinicServices,PL720,L,N,N,1/1/2015,12/31/2023,N,N,N
Outpatient,clinicServices,PL720,L,N,N,1/1/2015,12/31/2023,N,N,N
Inpatient,clinicServices,PL720,L,Y,Y,1/1/2015,12/31/2023,N,Copay Minimal,N
Office,clinicServices,PL720,L,Y,Y,1/1/2015,12/31/2023,N,pcpCopay,N
Outpatient,clinicServices,PL720,L,Y,Y,1/1/2015,12/31/2023,N,pcpCopay,N
Inpatient,clinicServices,PL720,L,N,Y,1/1/2015,12/31/2023,N,Copay Minimal,N
Office,coeBariatricSurgery,PL720,L,N,Y,1/1/2015,12/31/2023,N,pcpCopay,N
Outpatient,coeBariatricSurgery,PL720,L,N,Y,1/1/2015,12/31/2023,N,pcpCopay,N
Inpatient,coeBariatricSurgery,PL720,L,Y,N,1/1/2015,12/31/2023,N,N,N
Office,coeBariatricSurgery,PL720,L,Y,N,1/1/2015,12/31/2023,N,N,N
Outpatient,coeBariatricSurgery,PL720,L,Y,N,1/1/2015,12/31/2023,N,N,N
Inpatient,coeBariatricSurgery,PL720,L,N,N,1/1/2015,12/31/2023,N,N,N
Office,coeOrganTransplant,PL720,L,N,N,1/1/2015,12/31/2023,N,N,N
Outpatient,coeOrganTransplant,PL720,L,N,N,1/1/2015,12/31/2023,N,N,N
Inpatient,coeOrganTransplant,PL720,L,Y,Y,1/1/2015,12/31/2023,N,Copay Minimal,N
Office,coeOrganTransplant,PL720,L,Y,Y,1/1/2015,12/31/2023,N,pcpCopay,N
Outpatient,coeOrganTransplant,PL720,L,Y,Y,1/1/2015,12/31/2023,N,pcpCopay,N
Inpatient,coeOrganTransplant,PL720,L,N,Y,1/1/2015,12/31/2023,N,Copay Minimal,N
Office,essentalDentalServices,PL720,L,N,Y,1/1/2015,12/31/2023,N,pcpCopay,N
Outpatient,essentalDentalServices,PL720,L,N,Y,1/1/2015,12/31/2023,N,pcpCopay,N
Inpatient,essentalDentalServices,PL720,L,Y,Y,1/1/2015,12/31/2023,N,Copay Minimal,N
Office,essentalDentalServices,PL720,L,Y,Y,1/1/2015,12/31/2023,N,pcpCopay,N
Outpatient,essentalDentalServices,PL720,L,Y,Y,1/1/2015,12/31/2023,N,pcpCopay,N
Inpatient,essentalDentalServices,PL720,L,N,Y,1/1/2015,12/31/2023,N,Copay Minimal,N
Office,consciousSedation,PL720,L,N,Y,1/1/2015,12/31/2023,N,pcpCopay,N
Outpatient,consciousSedation,PL720,L,N,Y,1/1/2015,12/31/2023,N,pcpCopay,N
Inpatient,consciousSedation,PL720,L,Y,Y,1/1/2015,12/31/2023,N,N,N
Office,consciousSedation,PL720,L,Y,Y,1/1/2015,12/31/2023,N,N,N
Outpatient,consciousSedation,PL720,L,Y,Y,1/1/2015,12/31/2023,N,N,N
Inpatient,consciousSedation,PL720,L,N,Y,1/1/2015,12/31/2023,N,N,N
Office,consultations,PL720,L,N,Y,1/1/2015,12/31/2023,N,N,N
Outpatient,consultations,PL720,L,N,Y,1/1/2015,12/31/2023,N,N,N
Inpatient,consultations,PL720,L,Y,Y,1/1/2015,12/31/2023,N,Copay Minimal,N
Office,consultations,PL720,L,Y,Y,1/1/2015,12/31/2023,N,pcpCopay,N
Outpatient,consultations,PL720,L,Y,Y,1/1/2015,12/31/2023,N,pcpCopay,N
Inpatient,consultations,PL720,L,N,Y,1/1/2015,12/31/2023,N,Copay Minimal,N
Office,contraceptiveDevices,PL720,L,N,Y,1/1/2015,12/31/2023,N,pcpCopay,N
Outpatient,contraceptiveDevices,PL720,L,N,Y,1/1/2015,12/31/2023,N,pcpCopay,N
Inpatient,contraceptiveDevices,PL720,L,Y,Y,1/1/2015,12/31/2023,N,Copay Minimal,N
Office,contraceptiveDevices,PL720,L,Y,Y,1/1/2015,12/31/2023,N,pcpCopay,N
Outpatient,contraceptiveDevices,PL720,L,Y,Y,1/1/2015,12/31/2023,N,pcpCopay,N
Inpatient,contraceptiveDevices,PL720,L,N,Y,1/1/2015,12/31/2023,N,Copay Minimal,N
Office,contrastAgents,PL720,L,N,Y,1/1/2015,12/31/2023,N,pcpCopay,N
Outpatient,contrastAgents,PL720,L,N,Y,1/1/2015,12/31/2023,N,pcpCopay,N
Inpatient,contrastAgents,PL720,L,Y,Y,1/1/2015,12/31/2023,Y,N,N
Office,contrastAgents,PL720,L,Y,Y,1/1/2015,12/31/2023,Y,N,N
Outpatient,contrastAgents,PL720,L,Y,Y,1/1/2015,12/31/2023,Y,N,N
Inpatient,contrastAgents,PL720,L,N,Y,1/1/2015,12/31/2023,Y,N,N
Office,cultredSubstituteSurgery,PL720,L,N,Y,1/1/2015,12/31/2023,Y,N,N
Outpatient,cultredSubstituteSurgery,PL720,L,N,Y,1/1/2015,12/31/2023,Y,N,N
Inpatient,cultredSubstituteSurgery,PL720,L,Y,Y,1/1/2015,12/31/2023,N,Copay Minimal,N
Office,cultredSubstituteSurgery,PL720,L,Y,Y,1/1/2015,12/31/2023,N,"""$15""",N
Outpatient,cultredSubstituteSurgery,PL720,L,Y,Y,1/1/2015,12/31/2023,N,"""$15""",N
Inpatient,cultredSubstituteSurgery,PL720,L,N,Y,1/1/2015,12/31/2023,N,Copay Minimal,N
Office,diabeticDme,PL720,L,N,Y,1/1/2015,12/31/2023,N,"""$15""",N
Outpatient,diabeticDme,PL720,L,N,Y,1/1/2015,12/31/2023,N,"""$15""",N
Inpatient,diabeticDme,PL720,L,Y,Y,1/1/2015,12/31/2023,Y,N,N
Outpatient,diabeticDme,PL720,L,Y,Y,1/1/2015,12/31/2023,Y,N,N
Office,diabeticDme,PL720,L,Y,Y,1/1/2015,12/31/2023,Y,N,N
Inpatient,diabeticDme,PL720,L,N,Y,1/1/2015,12/31/2023,Y,N,N
Outpatient,diabeticDrugs,PL720,L,N,Y,1/1/2015,12/31/2023,Y,N,N
Office,diabeticDrugs,PL720,L,N,Y,1/1/2015,12/31/2023,Y,N,N
Inpatient,diabeticDrugs,PL720,L,Y,N,1/1/2015,12/31/2023,N,N,N
Outpatient,diabeticDrugs,PL720,L,Y,N,1/1/2015,12/31/2023,N,N,N
Office,diabeticDrugs,PL720,L,Y,N,1/1/2015,12/31/2023,N,N,N
Inpatient,diabeticDrugs,PL720,L,N,N,1/1/2015,12/31/2023,N,N,N
Outpatient,diabeticEducation,PL720,L,N,N,1/1/2015,12/31/2023,N,N,N
Office,diabeticEducation,PL720,L,N,N,1/1/2015,12/31/2023,N,N,N
Inpatient,diabeticEducation,PL720,L,Y,Y,1/1/2015,12/31/2023,N,Copay Minimal,N
Outpatient,diabeticEducation,PL720,L,Y,Y,1/1/2015,12/31/2023,N,pcpCopay,N
Office,diabeticEducation,PL720,L,Y,Y,1/1/2015,12/31/2023,N,pcpCopay,N
Inpatient,diabeticEducation,PL720,L,N,Y,1/1/2015,12/31/2023,N,Copay Minimal,N
Outpatient,diabeticEyeExam,PL720,L,N,Y,1/1/2015,12/31/2023,N,pcpCopay,N
Office,diabeticEyeExam,PL720,L,N,Y,1/1/2015,12/31/2023,N,pcpCopay,N
Inpatient,diabeticEyeExam,PL720,L,Y,Y,1/1/2015,12/31/2023,N,Copay Minimal,N
Outpatient,diabeticEyeExam,PL720,L,Y,Y,1/1/2015,12/31/2023,N,pcpCopay,N
Office,diabeticEyeExam,PL720,L,Y,Y,1/1/2015,12/31/2023,N,pcpCopay,N
Inpatient,diabeticEyeExam,PL720,L,N,Y,1/1/2015,12/31/2023,N,Copay Minimal,N
Outpatient,diabeticFootCare,PL720,L,N,Y,1/1/2015,12/31/2023,N,pcpCopay,N
Office,diabeticFootCare,PL720,L,N,Y,1/1/2015,12/31/2023,N,pcpCopay,N
Inpatient,diabeticFootCare,PL720,L,Y,Y,1/1/2015,12/31/2023,N,Copay Minimal,N
Outpatient,diabeticFootCare,PL720,L,Y,Y,1/1/2015,12/31/2023,N,pcpCopay,N
Office,diabeticFootCare,PL720,L,Y,Y,1/1/2015,12/31/2023,N,pcpCopay,N
Inpatient,diabeticFootCare,PL720,L,N,Y,1/1/2015,12/31/2023,N,Copay Minimal,N
Outpatient,diabeticShoes,PL720,L,N,Y,1/1/2015,12/31/2023,N,pcpCopay,N
Office,diabeticShoes,PL720,L,N,Y,1/1/2015,12/31/2023,N,pcpCopay,N
Inpatient,diabeticShoes,PL720,L,Y,Y,1/1/2015,12/31/2023,Y,N,N
Outpatient,diabeticShoes,PL720,L,Y,Y,1/1/2015,12/31/2023,Y,N,N
Office,diabeticShoes,PL720,L,Y,Y,1/1/2015,12/31/2023,Y,N,N
Inpatient,diabeticShoes,PL720,L,N,Y,1/1/2015,12/31/2023,Y,N,N
Outpatient,diabeticSupplies,PL720,L,N,Y,1/1/2015,12/31/2023,Y,N,N
Office,diabeticSupplies,PL720,L,N,Y,1/1/2015,12/31/2023,Y,N,N
Inpatient,diabeticSupplies,PL720,L,Y,Y,1/1/2015,12/31/2023,Y,N,N
Office,diabeticSupplies,PL720,L,Y,Y,1/1/2015,12/31/2023,Y,N,N
Outpatient,diabeticSupplies,PL720,L,Y,Y,1/1/2015,12/31/2023,Y,N,N
Inpatient,diabeticSupplies,PL720,L,N,Y,1/1/2015,12/31/2023,Y,N,N
Office,diabeticTesting,PL720,L,N,Y,1/1/2015,12/31/2023,Y,N,N
Outpatient,diabeticTesting,PL720,L,N,Y,1/1/2015,12/31/2023,Y,N,N
Inpatient,diabeticTesting,PL720,L,Y,Y,1/1/2015,12/31/2023,N,Copay Minimal,N
Outpatient,diabeticTesting,PL720,L,Y,Y,1/1/2015,12/31/2023,N,"""$15""",N
Office,diabeticTesting,PL720,L,Y,Y,1/1/2015,12/31/2023,N,"""$15""",N
Inpatient,diabeticTesting,PL720,L,N,Y,1/1/2015,12/31/2023,N,Copay Minimal,N
Outpatient,diagnosticImaging,PL720,L,N,Y,1/1/2015,12/31/2023,N,"""$15""",N
Office,diagnosticImaging,PL720,L,N,Y,1/1/2015,12/31/2023,N,"""$15""",N
Inpatient,diagnosticImaging,PL720,L,Y,Y,1/1/2015,12/31/2023,N,Copay Minimal,N
Outpatient,diagnosticImaging,PL720,L,Y,Y,1/1/2015,12/31/2023,N,"""$15""",N
Office,diagnosticImaging,PL720,L,Y,Y,1/1/2015,12/31/2023,N,"""$15""",N
Inpatient,diagnosticImaging,PL720,L,N,Y,1/1/2015,12/31/2023,N,Copay Minimal,N
Outpatient,diagnosticTesting,PL720,L,N,Y,1/1/2015,12/31/2023,N,"""$15""",N
Office,diagnosticTesting,PL720,L,N,Y,1/1/2015,12/31/2023,N,"""$15""",N
Inpatient,diagnosticTesting,PL720,L,Y,Y,1/1/2015,12/31/2023,N,Copay Minimal,N
Outpatient,diagnosticTesting,PL720,L,Y,Y,1/1/2015,12/31/2023,N,"""$15""",N
Office,diagnosticTesting,PL720,L,Y,Y,1/1/2015,12/31/2023,N,"""$15""",N
Inpatient,diagnosticTesting,PL720,L,N,Y,1/1/2015,12/31/2023,N,Copay Minimal,N
Outpatient,dme,PL720,L,N,Y,1/1/2015,12/31/2023,N,"""$15""",N
Office,dme,PL720,L,N,Y,1/1/2015,12/31/2023,N,"""$15""",N
Inpatient,dme,PL720,L,Y,Y,1/1/2015,12/31/2023,Y,N,N
Outpatient,dme,PL720,L,Y,Y,1/1/2015,12/31/2023,Y,N,N
Office,dme,PL720,L,Y,Y,1/1/2015,12/31/2023,Y,N,N
Inpatient,dme,PL720,L,N,Y,1/1/2015,12/31/2023,Y,N,N
